site_id,year,province,variety,maturation,lat,lon,source_variety_code,feedback_date,feedback_major_stage,season_correction_GDD,model,fold_id
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,120.0,shared_major_thresholds_cultivar_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,shared_major_thresholds_cultivar_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,130.0,cultivar_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,cultivar_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,80.0,cultivar_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,cultivar_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,0.0,cultivar_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,cultivar_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,130.0,cultivar_major_thresholds_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,cultivar_major_thresholds_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,80.0,cultivar_major_thresholds_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,cultivar_major_thresholds_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,0.0,cultivar_major_thresholds_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,cultivar_major_thresholds_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,120.0,shared_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,shared_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,120.0,shared_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,shared_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,120.0,shared_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,shared_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,0.0,shared_major_thresholds_cultivar_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,shared_major_thresholds_cultivar_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,0.0,shared_major_thresholds_cultivar_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,100.0,shared_major_thresholds_cultivar_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,120.0,shared_major_thresholds_cultivar_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,shared_major_thresholds_cultivar_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,120.0,cultivar_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,cultivar_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,80.0,cultivar_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,cultivar_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,0.0,cultivar_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,cultivar_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,120.0,cultivar_major_thresholds_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,cultivar_major_thresholds_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,80.0,cultivar_major_thresholds_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,cultivar_major_thresholds_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,0.0,cultivar_major_thresholds_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,cultivar_major_thresholds_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,130.0,shared_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,shared_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,120.0,shared_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,shared_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,110.0,shared_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,shared_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,0.0,shared_major_thresholds_cultivar_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,shared_major_thresholds_cultivar_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,40.0,shared_major_thresholds_cultivar_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,150.0,shared_major_thresholds_cultivar_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,110.0,shared_major_thresholds_cultivar_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,shared_major_thresholds_cultivar_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,130.0,cultivar_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,cultivar_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,80.0,cultivar_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,cultivar_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,0.0,cultivar_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,cultivar_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,130.0,cultivar_major_thresholds_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,cultivar_major_thresholds_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,80.0,cultivar_major_thresholds_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,cultivar_major_thresholds_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,0.0,cultivar_major_thresholds_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,cultivar_major_thresholds_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,120.0,shared_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,0.0,shared_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,120.0,shared_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,shared_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,120.0,shared_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,shared_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,0.0,shared_major_thresholds_cultivar_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,0.0,shared_major_thresholds_cultivar_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,10.0,shared_major_thresholds_cultivar_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,130.0,shared_major_thresholds_cultivar_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,120.0,shared_major_thresholds_cultivar_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,shared_major_thresholds_cultivar_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,120.0,cultivar_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,0.0,cultivar_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,80.0,cultivar_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,cultivar_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,0.0,cultivar_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,cultivar_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,120.0,cultivar_major_thresholds_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,0.0,cultivar_major_thresholds_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,80.0,cultivar_major_thresholds_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,cultivar_major_thresholds_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,0.0,cultivar_major_thresholds_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,cultivar_major_thresholds_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,120.0,shared_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,shared_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,120.0,shared_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,shared_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,120.0,shared_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,shared_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,0.0,shared_major_thresholds_cultivar_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,shared_major_thresholds_cultivar_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,0.0,shared_major_thresholds_cultivar_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,100.0,shared_major_thresholds_cultivar_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,120.0,shared_major_thresholds_cultivar_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,shared_major_thresholds_cultivar_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,120.0,cultivar_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,cultivar_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,80.0,cultivar_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,cultivar_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,0.0,cultivar_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,cultivar_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,120.0,cultivar_major_thresholds_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,10.0,cultivar_major_thresholds_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,80.0,cultivar_major_thresholds_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,cultivar_major_thresholds_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,0.0,cultivar_major_thresholds_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,110.0,cultivar_major_thresholds_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,130.0,shared_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,0.0,shared_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,130.0,shared_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,shared_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,120.0,shared_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,120.0,shared_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,0.0,shared_major_thresholds_cultivar_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,0.0,shared_major_thresholds_cultivar_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,50.0,shared_major_thresholds_cultivar_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,160.0,shared_major_thresholds_cultivar_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,120.0,shared_major_thresholds_cultivar_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,120.0,shared_major_thresholds_cultivar_offset,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,130.0,cultivar_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,0.0,cultivar_major_thresholds,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,90.0,cultivar_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2024,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2024-04-02,00,0.0,cultivar_major_thresholds,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
Duan,2023,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2023-03-21,00,0.0,cultivar_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2023,GuangXi,巨峰,中,22.61,108.23,JF,2023-03-14,00,120.0,cultivar_major_thresholds,fold3:Mingyang_2023_巨峰|Duan_2023_毛葡萄野酿2号
Mingyang,2024,GuangXi,巨峰,中,22.61,108.23,JF,2024-04-01,10,130.0,cultivar_major_thresholds_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
guilin,2022,GuangXi,温克,晚,25.45,110.8,wk,2022-04-03,10,0.0,cultivar_major_thresholds_offset,fold1:Mingyang_2024_巨峰|guilin_2022_温克
Duan,2022,GuangXi,毛葡萄野酿2号,晚,23.83,108.11,MPT,2022-03-31,00,90.0,cultivar_major_thresholds_offset,fold2:Duan_2022_毛葡萄野酿2号|Duan_2024_毛葡萄野酿2号
