id,status,run_time,duration,finished,exception,traceback,job_id
28,Executed,2023-09-29T16:10:00+00:00,0.21,1696003800.21,,,job
29,Executed,2023-09-30T06:50:30+00:00,133.73,1696056763.73,,,job3
30,Executed,2023-09-30T16:10:00+00:00,0.21,1696090200.21,,,job
31,Executed,2023-10-01T06:50:30+00:00,133.0,1696143163.0,,,job3
32,Executed,2023-10-01T16:10:00+00:00,0.21,1696176600.21,,,job
33,Executed,2023-10-02T06:50:30+00:00,120.92,1696229550.92,,,job3
34,Executed,2023-10-02T16:10:00+00:00,0.3,1696263000.3,,,job
35,Executed,2023-10-03T06:50:30+00:00,130.43,1696315960.43,,,job3
36,Executed,2023-10-03T16:10:00+00:00,0.2,1696349400.2,,,job
849,Started execution,2024-11-13T22:00:00+00:00,,,,,job3
38,Executed,2023-10-04T16:10:00+00:00,0.2,1696435800.2,,,job
39,Executed,2023-10-05T06:50:30+00:00,129.37,1696488759.37,,,job3
40,Executed,2023-10-05T16:10:00+00:00,0.2,1696522200.2,,,job
41,Executed,2023-10-06T06:50:30+00:00,133.02,1696575163.02,,,job3
42,Executed,2023-10-06T16:10:00+00:00,0.2,1696608600.2,,,job
43,Executed,2023-10-07T06:50:30+00:00,115.72,1696661545.72,,,job3
44,Executed,2023-10-07T16:10:00+00:00,0.2,1696695000.2,,,job
45,Executed,2023-10-08T06:50:30+00:00,148.21,1696747978.21,,,job3
46,Executed,2023-10-08T16:10:00+00:00,0.2,1696781400.2,,,job
47,Executed,2023-10-09T06:50:30+00:00,144.07,1696834374.07,,,job3
48,Executed,2023-10-09T16:10:00+00:00,0.2,1696867800.2,,,job
49,Executed,2023-10-10T06:50:30+00:00,167.08,1696920797.08,,,job3
1095,Executed,2025-03-16T22:00:00+00:00,1456.62,1742163856.62,,,job3
1096,Executed,2025-03-17T16:10:00+00:00,0.42,1742227800.42,,,job
1097,Executed,2025-03-17T22:00:00+00:00,341.04,1742249141.04,,,job3
1098,Executed,2025-03-18T16:10:00+00:00,0.4,1742314200.4,,,job
1099,Executed,2025-03-18T22:00:00+00:00,342.34,1742335542.34,,,job3
1100,Executed,2025-03-19T16:10:00+00:00,0.5,1742400600.5,,,job
1101,Executed,2025-03-19T22:00:00+00:00,341.24,1742421941.24,,,job3
1102,Executed,2025-03-20T16:10:00+00:00,0.4,1742487000.4,,,job
1103,Executed,2025-03-20T22:00:00+00:00,340.51,1742508340.51,,,job3
1104,Executed,2025-03-21T16:10:00+00:00,0.45,1742573400.45,,,job
1105,Executed,2025-03-21T22:00:00+00:00,345.85,1742594745.85,,,job3
1106,Executed,2025-03-22T16:10:00+00:00,0.44,1742659800.44,,,job
1107,Executed,2025-03-22T22:00:00+00:00,345.31,1742681145.31,,,job3
1108,Executed,2025-03-23T16:10:00+00:00,0.46,1742746200.46,,,job
1109,Executed,2025-03-23T22:00:00+00:00,348.62,1742767548.62,,,job3
1110,Executed,2025-03-24T16:10:00+00:00,0.48,1742832600.48,,,job
1111,Executed,2025-03-24T22:00:00+00:00,1481.54,1742855081.54,,,job3
1112,Executed,2025-03-25T16:10:00+00:00,0.41,1742919000.41,,,job
1113,Executed,2025-03-25T22:00:00+00:00,356.12,1742940356.12,,,job3
1206,Error!,2025-05-12T16:10:00+00:00,0.12,1747066200.12,"server closed the connection unexpectedly
	This probably means the server terminated abnormally
	before or while processing the request.
","  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/apscheduler/executors/base.py"", line 125, in run_job
    retval = job.func(*job.args, **job.kwargs)
  File ""/mnt/grape_backend/grape_backend/grape/./weather/views.py"", line 218, in job
    fields = FieldsInfoSerializer(instance=Field.objects.all(),many=True).data
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/rest_framework/serializers.py"", line 768, in data
    ret = super().data
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/rest_framework/serializers.py"", line 253, in data
    self._data = self.to_representation(self.instance)
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/rest_framework/serializers.py"", line 686, in to_representation
    return [
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/query.py"", line 398, in __iter__
    self._fetch_all()
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/query.py"", line 1881, in _fetch_all
    self._result_cache = list(self._iterable_class(self))
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/query.py"", line 91, in __iter__
    results = compiler.execute_sql(
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/sql/compiler.py"", line 1560, in execute_sql
    cursor.execute(sql, params)
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 67, in execute
    return self._execute_with_wrappers(
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 84, in _execute
    with self.db.wrap_database_errors:
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/utils.py"", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 89, in _execute
    return self.cursor.execute(sql, params)
",job
1207,Executed,2025-05-12T22:00:00+00:00,556.67,1747087756.67,,,job3
1208,Executed,2025-05-13T16:10:00+00:00,0.24,1747152600.24,,,job
1209,Executed,2025-05-13T22:00:00+00:00,550.01,1747174150.01,,,job3
1210,Executed,2025-05-14T16:10:00+00:00,0.18,1747239000.18,,,job
1211,Executed,2025-05-14T22:00:00+00:00,552.26,1747260552.26,,,job3
50,Executed,2023-10-10T16:10:00+00:00,0.19,1696954200.19,,,job
51,Executed,2023-10-11T06:50:30+00:00,127.26,1697007157.26,,,job3
52,Executed,2023-10-11T16:10:00+00:00,0.19,1697040600.19,,,job
53,Executed,2023-10-12T06:50:30+00:00,124.08,1697093554.08,,,job3
54,Executed,2023-10-12T16:10:00+00:00,0.2,1697127000.2,,,job
55,Executed,2023-10-13T06:50:30+00:00,127.66,1697179957.66,,,job3
56,Executed,2023-10-13T16:10:00+00:00,0.2,1697213400.2,,,job
57,Executed,2023-10-14T06:50:30+00:00,130.5,1697266360.5,,,job3
58,Executed,2023-10-14T16:10:00+00:00,0.2,1697299800.2,,,job
59,Executed,2023-10-15T06:50:30+00:00,133.65,1697352763.65,,,job3
60,Executed,2023-10-15T16:10:00+00:00,0.19,1697386200.19,,,job
61,Executed,2023-10-16T06:50:30+00:00,138.42,1697439168.42,,,job3
62,Executed,2023-10-16T16:10:00+00:00,0.2,1697472600.2,,,job
850,Executed,2024-11-14T16:10:00+00:00,29.43,1731600629.43,,,job
64,Executed,2023-10-17T16:10:00+00:00,0.03,1697559000.03,,,job
851,Executed,2024-11-14T22:00:00+00:00,1983.59,1731623583.59,,,job3
66,Executed,2023-10-18T16:10:00+00:00,0.03,1697645400.03,,,job
852,Executed,2024-11-15T16:10:00+00:00,28.65,1731687028.65,,,job
68,Executed,2023-10-19T16:10:00+00:00,0.03,1697731800.03,,,job
853,Executed,2024-11-15T22:00:00+00:00,2014.52,1731710014.52,,,job3
70,Executed,2023-10-20T16:10:00+00:00,0.03,1697818200.03,,,job
854,Executed,2024-11-16T16:10:00+00:00,28.62,1731773428.62,,,job
72,Executed,2023-10-21T16:10:00+00:00,0.03,1697904600.03,,,job
855,Executed,2024-11-16T22:00:00+00:00,2008.95,1731796408.95,,,job3
856,Executed,2024-11-17T16:10:00+00:00,28.56,1731859828.56,,,job
857,Executed,2024-11-17T22:00:00+00:00,2022.37,1731882822.37,,,job3
858,Executed,2024-11-18T16:10:00+00:00,28.61,1731946228.61,,,job
859,Executed,2024-11-18T22:00:00+00:00,2087.57,1731969287.57,,,job3
171,Executed,2023-12-10T16:10:00+00:00,1.5,1702224601.5,,,job
860,Executed,2024-11-19T16:10:00+00:00,26.83,1732032626.83,,,job
861,Executed,2024-11-19T22:00:00+00:00,2045.12,1732055645.12,,,job3
862,Executed,2024-11-20T16:10:00+00:00,26.95,1732119026.95,,,job
863,Executed,2024-11-20T22:00:00+00:00,3310.59,1732143310.59,,,job3
864,Executed,2024-11-21T16:10:00+00:00,25.83,1732205425.83,,,job
865,Executed,2024-11-21T22:00:00+00:00,2056.2,1732228456.2,,,job3
866,Executed,2024-11-22T16:10:00+00:00,27.49,1732291827.49,,,job
867,Executed,2024-11-22T22:00:00+00:00,2074.97,1732314874.97,,,job3
868,Executed,2024-11-23T16:10:00+00:00,25.48,1732378225.48,,,job
869,Executed,2024-11-23T22:00:00+00:00,2085.26,1732401285.26,,,job3
870,Executed,2024-11-24T16:10:00+00:00,27.82,1732464627.82,,,job
871,Executed,2024-11-24T22:00:00+00:00,2104.45,1732487704.45,,,job3
872,Executed,2024-11-25T16:10:00+00:00,23.82,1732551023.82,,,job
873,Executed,2024-11-25T22:00:00+00:00,3369.06,1732575369.06,,,job3
874,Executed,2024-11-26T16:10:00+00:00,21.8,1732637421.8,,,job
875,Executed,2024-11-26T22:00:00+00:00,2154.23,1732660554.23,,,job3
1114,Executed,2025-03-26T16:10:00+00:00,0.68,1743005400.68,,,job
1115,Executed,2025-03-26T22:00:00+00:00,1470.85,1743027870.85,,,job3
1212,Executed,2025-05-15T16:10:00+00:00,0.18,1747325400.18,,,job
1213,Executed,2025-05-15T22:00:00+00:00,1719.51,1747348119.51,,,job3
1214,Executed,2025-05-16T16:10:00+00:00,0.2,1747411800.2,,,job
1549,Executed,2025-10-30T22:00:00+00:00,2746.77,1761864346.77,,,job3
1550,Executed,2025-10-31T16:10:00+00:00,0.08,1761927000.08,,,job
1551,Executed,2025-10-31T22:00:00+00:00,2985.45,1761950985.45,,,job3
1552,Executed,2025-11-01T16:10:00+00:00,0.07,1762013400.07,,,job
1553,Executed,2025-11-01T22:00:00+00:00,3245.9,1762037645.9,,,job3
1554,Executed,2025-11-02T16:10:00+00:00,0.47,1762099800.47,,,job
1555,Executed,2025-11-02T22:00:00+00:00,2272.41,1762123072.41,,,job3
1556,Executed,2025-11-03T16:10:00+00:00,0.82,1762186200.82,,,job
1557,Executed,2025-11-03T22:00:00+00:00,2342.21,1762209542.21,,,job3
1558,Executed,2025-11-04T16:10:00+00:00,0.84,1762272600.84,,,job
1559,Executed,2025-11-04T22:00:00+00:00,3462.49,1762297062.49,,,job3
1560,Executed,2025-11-05T16:10:00+00:00,0.93,1762359000.93,,,job
1561,Executed,2025-11-05T22:00:00+00:00,3454.33,1762383454.33,,,job3
1562,Executed,2025-11-06T16:10:00+00:00,0.89,1762445400.89,,,job
1563,Executed,2025-11-06T22:00:00+00:00,3485.18,1762469885.18,,,job3
1564,Executed,2025-11-07T16:10:00+00:00,0.8,1762531800.8,,,job
1565,Executed,2025-11-07T22:00:00+00:00,3521.79,1762556321.79,,,job3
1566,Executed,2025-11-08T16:10:00+00:00,0.89,1762618200.89,,,job
1567,Executed,2025-11-08T22:00:00+00:00,2422.14,1762641622.14,,,job3
1568,Executed,2025-11-09T16:10:00+00:00,1.0,1762704601.0,,,job
1569,Executed,2025-11-09T22:00:00+00:00,2451.48,1762728051.48,,,job3
1570,Executed,2025-11-10T16:10:00+00:00,1.04,1762791001.04,,,job
1571,Executed,2025-11-10T22:00:00+00:00,3559.85,1762815559.85,,,job3
1572,Executed,2025-11-11T16:10:00+00:00,1.06,1762877401.06,,,job
1573,Executed,2025-11-11T22:00:00+00:00,3583.56,1762901983.56,,,job3
1574,Executed,2025-11-12T16:10:00+00:00,481.03,1762964281.03,,,job
1575,Executed,2025-11-12T22:00:00+00:00,4615.43,1762989415.43,,,job3
1576,Executed,2025-11-13T16:10:00+00:00,480.93,1763050680.93,,,job
1577,Executed,2025-11-13T22:00:00+00:00,3218.85,1763074418.85,,,job3
1578,Executed,2025-11-14T16:10:00+00:00,480.95,1763137080.95,,,job
1579,Executed,2025-11-14T22:00:00+00:00,3601.59,1763161201.59,,,job3
1580,Executed,2025-11-15T16:10:00+00:00,480.99,1763223480.99,,,job
1581,Executed,2025-11-15T22:00:00+00:00,3614.82,1763247614.82,,,job3
1582,Executed,2025-11-16T16:10:00+00:00,1.13,1763309401.13,,,job
74,Executed,2023-10-22T16:10:00+00:00,0.03,1697991000.03,,,job
76,Executed,2023-10-23T16:10:00+00:00,0.03,1698077400.03,,,job
78,Executed,2023-10-24T16:10:00+00:00,0.03,1698163800.03,,,job
876,Executed,2024-11-27T16:10:00+00:00,15.39,1732723815.39,,,job
80,Executed,2023-10-25T16:10:00+00:00,0.03,1698250200.03,,,job
82,Executed,2023-10-26T16:10:00+00:00,0.03,1698336600.03,,,job
877,Executed,2024-11-27T22:00:00+00:00,2183.34,1732746983.34,,,job3
92,Executed,2023-10-31T16:10:00+00:00,0.03,1698768600.03,,,job
94,Executed,2023-11-01T16:10:00+00:00,0.03,1698855000.03,,,job
878,Executed,2024-11-28T16:10:00+00:00,12.69,1732810212.69,,,job
173,Executed,2023-12-11T16:10:00+00:00,1.25,1702311001.25,,,job
175,Executed,2023-12-12T16:10:00+00:00,1.21,1702397401.21,,,job
879,Executed,2024-11-28T22:00:00+00:00,2165.96,1732833365.96,,,job3
177,Executed,2023-12-13T16:10:00+00:00,2.43,1702483802.43,,,job
880,Executed,2024-11-29T16:10:00+00:00,13.13,1732896613.13,,,job
881,Executed,2024-11-29T22:00:00+00:00,2166.15,1732919766.15,,,job3
882,Executed,2024-11-30T16:10:00+00:00,13.3,1732983013.3,,,job
883,Executed,2024-11-30T22:00:00+00:00,9045.67,1733013045.67,,,job3
884,Executed,2024-12-01T16:10:00+00:00,8.8,1733069408.8,,,job
885,Executed,2024-12-01T22:00:00+00:00,3443.98,1733093843.98,,,job3
886,Executed,2024-12-02T16:10:00+00:00,9.54,1733155809.54,,,job
887,Executed,2024-12-02T22:00:00+00:00,2341.35,1733179141.35,,,job3
888,Executed,2024-12-03T16:10:00+00:00,8.74,1733242208.74,,,job
889,Executed,2024-12-03T22:00:00+00:00,3092.6,1733266292.6,,,job3
1116,Executed,2025-03-27T16:10:00+00:00,0.48,1743091800.48,,,job
1117,Executed,2025-03-27T22:00:00+00:00,358.11,1743113158.11,,,job3
1118,Executed,2025-03-28T16:10:00+00:00,0.39,1743178200.39,,,job
1119,Executed,2025-03-28T22:00:00+00:00,351.55,1743199551.55,,,job3
1120,Executed,2025-03-29T16:10:00+00:00,0.46,1743264600.46,,,job
1121,Executed,2025-03-29T22:00:00+00:00,348.8,1743285948.8,,,job3
1122,Executed,2025-03-30T16:10:00+00:00,0.45,1743351000.45,,,job
1123,Executed,2025-03-30T22:00:00+00:00,353.21,1743372353.21,,,job3
1124,Executed,2025-03-31T16:10:00+00:00,0.52,1743437400.52,,,job
1125,Executed,2025-03-31T22:00:00+00:00,1348.66,1743459748.66,,,job3
1126,Executed,2025-04-01T16:10:00+00:00,0.45,1743523800.45,,,job
1127,Executed,2025-04-01T22:00:00+00:00,358.82,1743545158.82,,,job3
1128,Executed,2025-04-02T16:10:00+00:00,0.5,1743610200.5,,,job
1129,Executed,2025-04-02T22:00:00+00:00,356.99,1743631556.99,,,job3
1130,Executed,2025-04-03T16:10:00+00:00,0.41,1743696600.41,,,job
1131,Executed,2025-04-03T22:00:00+00:00,367.77,1743717967.77,,,job3
1132,Executed,2025-04-04T16:10:00+00:00,0.42,1743783000.42,,,job
1133,Executed,2025-04-04T22:00:00+00:00,358.65,1743804358.65,,,job3
1134,Executed,2025-04-05T16:10:00+00:00,0.39,1743869400.39,,,job
1135,Executed,2025-04-05T22:00:00+00:00,375.86,1743890775.86,,,job3
1136,Executed,2025-04-06T16:10:00+00:00,0.45,1743955800.45,,,job
1137,Executed,2025-04-06T22:00:00+00:00,373.38,1743977173.38,,,job3
1138,Executed,2025-04-07T16:10:00+00:00,0.4,1744042200.4,,,job
1139,Executed,2025-04-07T22:00:00+00:00,373.53,1744063573.53,,,job3
1140,Executed,2025-04-08T16:10:00+00:00,0.4,1744128600.4,,,job
1141,Executed,2025-04-08T22:00:00+00:00,374.13,1744149974.13,,,job3
1142,Executed,2025-04-09T16:10:00+00:00,0.44,1744215000.44,,,job
1143,Executed,2025-04-09T22:00:00+00:00,383.06,1744236383.06,,,job3
1144,Executed,2025-04-10T16:10:00+00:00,0.5,1744301400.5,,,job
1145,Executed,2025-04-10T22:00:00+00:00,389.19,1744322789.19,,,job3
1146,Executed,2025-04-11T16:10:00+00:00,0.46,1744387800.46,,,job
1147,Executed,2025-04-11T22:00:00+00:00,386.43,1744409186.43,,,job3
1148,Executed,2025-04-12T16:10:00+00:00,0.51,1744474200.51,,,job
1149,Executed,2025-04-12T22:00:00+00:00,391.23,1744495591.23,,,job3
1215,Executed,2025-05-16T22:00:00+00:00,560.85,1747433360.85,,,job3
1216,Executed,2025-05-17T16:10:00+00:00,0.21,1747498200.21,,,job
1217,Executed,2025-05-17T22:00:00+00:00,564.44,1747519764.44,,,job3
1218,Executed,2025-05-18T16:10:00+00:00,0.28,1747584600.28,,,job
1219,Executed,2025-05-18T22:00:00+00:00,573.9,1747606173.9,,,job3
1220,Executed,2025-05-19T16:10:00+00:00,0.39,1747671000.39,,,job
1221,Executed,2025-05-19T22:00:00+00:00,577.39,1747692577.39,,,job3
1222,Executed,2025-05-20T16:10:00+00:00,0.38,1747757400.38,,,job
1223,Executed,2025-05-20T22:00:00+00:00,576.93,1747778976.93,,,job3
1224,Executed,2025-05-21T16:10:00+00:00,0.37,1747843800.37,,,job
1225,Executed,2025-05-21T22:00:00+00:00,577.03,1747865377.03,,,job3
1226,Executed,2025-05-22T16:10:00+00:00,0.34,1747930200.34,,,job
1227,Executed,2025-05-22T22:00:00+00:00,589.37,1747951789.37,,,job3
1228,Executed,2025-05-23T16:10:00+00:00,0.33,1748016600.33,,,job
1229,Executed,2025-05-23T22:00:00+00:00,1726.01,1748039326.01,,,job3
1230,Executed,2025-05-24T16:10:00+00:00,0.35,1748103000.35,,,job
1231,Executed,2025-05-24T22:00:00+00:00,587.47,1748124587.47,,,job3
1232,Executed,2025-05-25T16:10:00+00:00,0.36,1748189400.36,,,job
1233,Executed,2025-05-25T22:00:00+00:00,591.04,1748210991.04,,,job3
1234,Executed,2025-05-26T16:10:00+00:00,3.29,1748275803.29,,,job
1235,Executed,2025-05-26T22:00:00+00:00,1749.98,1748298549.98,,,job3
1236,Executed,2025-05-27T16:10:00+00:00,0.33,1748362200.33,,,job
1237,Executed,2025-05-27T22:00:00+00:00,603.25,1748383803.25,,,job3
1583,Executed,2025-11-16T22:00:00+00:00,3630.3,1763334030.3,,,job3
1726,Executed,2026-02-14T16:10:00+00:00,0.07,1771085400.07,,,job
1727,Executed,2026-02-14T22:00:00+00:00,1740.29,1771108140.29,,,job3
84,Executed,2023-10-27T16:10:00+00:00,0.03,1698423000.03,,,job
890,Executed,2024-12-04T16:10:00+00:00,4.68,1733328604.68,,,job
86,Executed,2023-10-28T16:10:00+00:00,0.03,1698509400.03,,,job
88,Executed,2023-10-29T16:10:00+00:00,0.03,1698595800.03,,,job
891,Executed,2024-12-04T22:00:00+00:00,2363.14,1733351963.14,,,job3
90,Executed,2023-10-30T16:10:00+00:00,0.03,1698682200.03,,,job
892,Executed,2024-12-05T16:10:00+00:00,3.84,1733415003.84,,,job
893,Executed,2024-12-05T22:00:00+00:00,2849.19,1733438849.19,,,job3
894,Executed,2024-12-06T16:10:00+00:00,3.53,1733501403.53,,,job
895,Executed,2024-12-06T22:00:00+00:00,3580.9,1733525980.9,,,job3
896,Executed,2024-12-07T16:10:00+00:00,3.85,1733587803.85,,,job
897,Executed,2024-12-07T22:00:00+00:00,2384.43,1733611184.43,,,job3
898,Executed,2024-12-08T16:10:00+00:00,4.7,1733674204.7,,,job
899,Executed,2024-12-08T22:00:00+00:00,3560.99,1733698760.99,,,job3
900,Executed,2024-12-09T16:10:00+00:00,3.65,1733760603.65,,,job
901,Executed,2024-12-09T22:00:00+00:00,2400.66,1733784000.66,,,job3
902,Executed,2024-12-10T16:10:00+00:00,3.79,1733847003.79,,,job
903,Executed,2024-12-10T22:00:00+00:00,2410.53,1733870410.53,,,job3
904,Executed,2024-12-11T16:10:00+00:00,3.84,1733933403.84,,,job
905,Executed,2024-12-11T22:00:00+00:00,3601.97,1733958001.97,,,job3
906,Executed,2024-12-12T16:10:00+00:00,5.23,1734019805.23,,,job
907,Executed,2024-12-12T22:00:00+00:00,3644.92,1734044444.92,,,job3
908,Executed,2024-12-13T16:10:00+00:00,1.92,1734106201.92,,,job
909,Executed,2024-12-13T22:00:00+00:00,2480.16,1734129680.16,,,job3
910,Executed,2024-12-14T16:10:00+00:00,0.05,1734192600.05,,,job
911,Executed,2024-12-14T22:00:00+00:00,1360.41,1734214960.41,,,job3
912,Executed,2024-12-15T16:10:00+00:00,0.05,1734279000.05,,,job
913,Executed,2024-12-15T22:00:00+00:00,1351.58,1734301351.58,,,job3
914,Executed,2024-12-16T16:10:00+00:00,0.04,1734365400.04,,,job
915,Executed,2024-12-16T22:00:00+00:00,1406.87,1734387806.87,,,job3
917,Executed,2024-12-17T22:00:00+00:00,2218.7,1734475018.7,,,job3
919,Executed,2024-12-18T22:00:00+00:00,2525.66,1734561725.66,,,job3
920,Executed,2024-12-19T16:10:00+00:00,0.05,1734624600.05,,,job
921,Executed,2024-12-19T22:00:00+00:00,1426.19,1734647026.19,,,job3
1150,Executed,2025-04-14T16:10:00+00:00,0.81,1744647000.81,,,job
1151,Executed,2025-04-14T22:00:00+00:00,401.08,1744668401.08,,,job3
1152,Executed,2025-04-15T16:10:00+00:00,0.45,1744733400.45,,,job
1153,Executed,2025-04-15T22:00:00+00:00,403.13,1744754803.13,,,job3
1154,Executed,2025-04-16T16:10:00+00:00,0.13,1744819800.13,,,job
1155,Executed,2025-04-16T22:00:00+00:00,407.83,1744841207.83,,,job3
1156,Executed,2025-04-17T16:10:00+00:00,0.1,1744906200.1,,,job
1157,Executed,2025-04-17T22:00:00+00:00,408.66,1744927608.66,,,job3
1158,Executed,2025-04-18T16:10:00+00:00,0.06,1744992600.06,,,job
1159,Executed,2025-04-18T22:00:00+00:00,420.01,1745014020.01,,,job3
1160,Executed,2025-04-19T16:10:00+00:00,0.08,1745079000.08,,,job
1161,Executed,2025-04-19T22:00:00+00:00,414.43,1745100414.43,,,job3
1162,Executed,2025-04-20T16:10:00+00:00,0.08,1745165400.08,,,job
1163,Executed,2025-04-20T22:00:00+00:00,418.89,1745186818.89,,,job3
1164,Executed,2025-04-21T16:10:00+00:00,0.1,1745251800.1,,,job
1165,Executed,2025-04-21T22:00:00+00:00,419.54,1745273219.54,,,job3
1166,Executed,2025-04-22T16:10:00+00:00,0.13,1745338200.13,,,job
1167,Executed,2025-04-22T22:00:00+00:00,419.93,1745359619.93,,,job3
1168,Executed,2025-04-23T16:10:00+00:00,0.08,1745424600.08,,,job
1238,Executed,2025-05-28T16:10:00+00:00,0.3,1748448600.3,,,job
1239,Executed,2025-05-28T22:00:00+00:00,643.63,1748470243.63,,,job3
1240,Executed,2025-05-29T16:10:00+00:00,0.29,1748535000.29,,,job
1241,Executed,2025-05-29T22:00:00+00:00,609.84,1748556609.84,,,job3
1242,Executed,2025-05-30T16:10:00+00:00,0.67,1748621400.67,,,job
1243,Executed,2025-05-30T22:00:00+00:00,628.57,1748643028.57,,,job3
1244,Executed,2025-05-31T16:10:00+00:00,0.25,1748707800.25,,,job
1245,Executed,2025-05-31T22:00:00+00:00,620.11,1748729420.11,,,job3
1246,Error!,2025-06-01T16:10:00+00:00,0.12,1748794200.12,"SSL SYSCALL error: EOF detected
","  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/apscheduler/executors/base.py"", line 125, in run_job
    retval = job.func(*job.args, **job.kwargs)
  File ""/mnt/grape_backend/grape_backend/grape/./weather/views.py"", line 218, in job
    fields = FieldsInfoSerializer(instance=Field.objects.all(),many=True).data
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/rest_framework/serializers.py"", line 768, in data
    ret = super().data
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/rest_framework/serializers.py"", line 253, in data
    self._data = self.to_representation(self.instance)
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/rest_framework/serializers.py"", line 686, in to_representation
    return [
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/query.py"", line 398, in __iter__
    self._fetch_all()
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/query.py"", line 1881, in _fetch_all
    self._result_cache = list(self._iterable_class(self))
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/query.py"", line 91, in __iter__
    results = compiler.execute_sql(
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/models/sql/compiler.py"", line 1560, in execute_sql
    cursor.execute(sql, params)
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 67, in execute
    return self._execute_with_wrappers(
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 84, in _execute
    with self.db.wrap_database_errors:
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/utils.py"", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File ""/mnt/grape_backend/myenv/lib/python3.10/site-packages/django/db/backends/utils.py"", line 89, in _execute
    return self.cursor.execute(sql, params)
",job
